fragid,molid,scanid,mz,mass,score,parentfragid,atoms,deltah,deltappm,smiles,formula
1,2,1,659.267,636.2781914997,8.67984502835532,0,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44",22.9897692809,-0.625210423171663,C=C1C(OC(C)=O)C(OC(=O)C(C)C)C(=O)C(C)(C)C=CC(C)C(=O)C2(OC(C)=O)CC(C)(O)C(OC(C)=O)C2C1OC(C)=O,C32H44O13<br>[M+Na]+
2,2,2,203.066071,205.0864692836,7.0,1,"0,1,2,27,28,33,34,35,36,37,38,39,40,42,43",-2.0156500642,-20.6810491742428,C=CCC1C(C=O)CC(C)C1OC(C)=O,C12H13O3<br>[X-2H]+
3,2,2,203.068268,205.0864692836,7.0,1,"0,1,2,27,28,33,34,35,36,37,38,39,40,42,43",-2.0156500642,-9.86180371605836,C=CCC1C(C=O)CC(C)C1OC(C)=O,C12H13O3<br>[X-2H]+
4,2,2,203.07045,205.0864692836,7.0,1,"0,1,2,27,28,33,34,35,36,37,38,39,40,42,43",-2.0156500642,0.883341717265395,C=CCC1C(C=O)CC(C)C1OC(C)=O,C12H13O3<br>[X-2H]+
5,2,2,203.072632,205.0864692836,7.0,1,"0,1,2,27,28,33,34,35,36,37,38,39,40,42,43",-2.0156500642,11.6282562390468,C=CCC1C(C=O)CC(C)C1OC(C)=O,C12H13O3<br>[X-2H]+
6,2,2,203.074829,205.0864692836,7.0,1,"0,1,2,27,28,33,34,35,36,37,38,39,40,42,43",-2.0156500642,22.4468026021531,C=CCC1C(C=O)CC(C)C1OC(C)=O,C12H13O3<br>[X-2H]+
7,2,2,215.102615,217.1228547899,7.0,1,"0,1,2,23,24,25,26,27,28,33,34,39,40,41,42,43",-2.0156500642,-18.7869668621094,C=CCC1CC(C)(O)CC1C(=O)C(C)C=C,C14H17O2<br>[X-2H]+
8,2,2,215.104996,217.1228547899,7.0,1,"0,1,2,23,24,25,26,27,28,33,34,39,40,41,42,43",-2.0156500642,-7.71774589533069,C=CCC1CC(C)(O)CC1C(=O)C(C)C=C,C14H17O2<br>[X-2H]+
9,2,2,215.107391,217.1228547899,7.0,1,"0,1,2,23,24,25,26,27,28,33,34,39,40,41,42,43",-2.0156500642,3.41631357549637,C=CCC1CC(C)(O)CC1C(=O)C(C)C=C,C14H17O2<br>[X-2H]+
10,2,2,215.109772,217.1228547899,7.0,1,"0,1,2,23,24,25,26,27,28,33,34,39,40,41,42,43",-2.0156500642,14.4850430135198,C=CCC1CC(C)(O)CC1C(=O)C(C)C=C,C14H17O2<br>[X-2H]+
11,2,2,225.123825,230.1670653283,10.0,1,"20,21,22,23,24,25,26,27,28,29,30,31,33,34,39,40,42",-5.0391251605,-15.8426936818724,CCOC1(CCC(C)C1)CC(C)C=CC(C)C,C16H22O<br>[X-5H]+
12,2,2,225.126373,230.1670653283,10.0,1,"20,21,22,23,24,25,26,27,28,29,30,31,33,34,39,40,42",-5.0391251605,-4.52442682038071,CCOC1(CCC(C)C1)CC(C)C=CC(C)C,C16H22O<br>[X-5H]+
13,2,2,225.128922,230.1670653283,10.0,1,"20,21,22,23,24,25,26,27,28,29,30,31,33,34,39,40,42",-5.0391251605,6.79802571084788,CCOC1(CCC(C)C1)CC(C)C=CC(C)C,C16H22O<br>[X-5H]+
14,2,2,225.131485,230.1670653283,10.0,1,"20,21,22,23,24,25,26,27,28,29,30,31,33,34,39,40,42",-5.0391251605,18.1824066057249,CCOC1(CCC(C)C1)CC(C)C=CC(C)C,C16H22O<br>[X-5H]+
15,2,2,231.061234,235.0970339699,7.0,1,"0,1,2,3,4,5,6,7,27,28,33,34,39,40,41,42,43",-4.0313001284,-17.1004085434329,C=C(C)C(OC(C)=O)C1CC(C)(O)CC1C=O,C13H15O4<br>[X-4H]+
16,2,2,231.063889,235.0970339699,7.0,1,"0,1,2,3,4,5,6,7,27,28,33,34,39,40,41,42,43",-4.0313001284,-5.60988350704113,C=C(C)C(OC(C)=O)C1CC(C)(O)CC1C=O,C13H15O4<br>[X-4H]+
17,2,2,231.066544,235.0970339699,7.0,1,"0,1,2,3,4,5,6,7,27,28,33,34,39,40,41,42,43",-4.0313001284,5.88037747269207,C=C(C)C(OC(C)=O)C1CC(C)(O)CC1C=O,C13H15O4<br>[X-4H]+
18,2,2,231.069199,235.0970339699,7.0,1,"0,1,2,3,4,5,6,7,27,28,33,34,39,40,41,42,43",-4.0313001284,17.3703744047458,C=C(C)C(OC(C)=O)C1CC(C)(O)CC1C=O,C13H15O4<br>[X-4H]+
19,2,2,236.999374,240.0270026115,8.0,1,"0,1,2,3,4,6,7,8,9,10,11,12,13,14,18,19,44",-3.0234750963,-15.2106528348386,C=C(COC=O)C(OC(C)=O)C(C=O)OC=O,C10H8O7<br>[X-3H]+
20,2,2,237.002136,240.0270026115,8.0,1,"0,1,2,3,4,6,7,8,9,10,11,12,13,14,18,19,44",-3.0234750963,-3.55657216511212,C=C(COC=O)C(OC(C)=O)C(C=O)OC=O,C10H8O7<br>[X-3H]+
21,2,2,237.004883,240.0270026115,8.0,1,"0,1,2,3,4,6,7,8,9,10,11,12,13,14,18,19,44",-3.0234750963,8.03394755385555,C=C(COC=O)C(OC(C)=O)C(C=O)OC=O,C10H8O7<br>[X-3H]+
22,2,2,237.007645,240.0270026115,8.0,1,"0,1,2,3,4,6,7,8,9,10,11,12,13,14,18,19,44",-3.0234750963,19.6874864522603,C=C(COC=O)C(OC(C)=O)C(C=O)OC=O,C10H8O7<br>[X-3H]+
23,2,2,253.118851,258.1619799504,8.0,1,"0,1,2,20,21,22,23,24,25,26,27,28,29,33,34,39,40,42,43",-5.0391251605,-13.6504645400628,C=CCC1CC(C)CC1(O)C(=O)C(C)C=CC(C)C,C17H22O2<br>[X-5H]+
24,2,2,253.121887,258.1619799504,8.0,1,"0,1,2,20,21,22,23,24,25,26,27,28,29,33,34,39,40,42,43",-5.0391251605,-1.65607923117557,C=CCC1CC(C)CC1(O)C(=O)C(C)C=CC(C)C,C17H22O2<br>[X-5H]+
25,2,2,253.124939,258.1619799504,8.0,1,"0,1,2,20,21,22,23,24,25,26,27,28,29,33,34,39,40,42,43",-5.0391251605,10.4012275930207,C=CCC1CC(C)CC1(O)C(=O)C(C)C=CC(C)C,C17H22O2<br>[X-5H]+
26,2,2,257.11261,259.1334194762,7.0,1,"0,1,2,23,24,25,26,27,28,33,34,35,36,37,38,39,40,42,43",-2.0156500642,-17.9330449796101,C=CCC1C(CC(C)C1OC(C)=O)C(=O)C(C)C=C,C16H19O3<br>[X-2H]+
27,2,2,257.115723,259.1334194762,7.0,1,"0,1,2,23,24,25,26,27,28,33,34,35,36,37,38,39,40,42,43",-2.0156500642,-5.82543915437693,C=CCC1C(CC(C)C1OC(C)=O)C(=O)C(C)C=C,C16H19O3<br>[X-2H]+
28,2,2,257.118835,259.1334194762,7.0,1,"0,1,2,23,24,25,26,27,28,33,34,35,36,37,38,39,40,42,43",-2.0156500642,6.27798426364686,C=CCC1C(CC(C)C1OC(C)=O)C(=O)C(C)C=C,C16H19O3<br>[X-2H]+
29,2,2,257.121948,259.1334194762,7.0,1,"0,1,2,23,24,25,26,27,28,33,34,35,36,37,38,39,40,42,43",-2.0156500642,18.385003834842,C=CCC1C(CC(C)C1OC(C)=O)C(=O)C(C)C=C,C16H19O3<br>[X-2H]+
30,2,2,263.087585,264.0997736241,6.0,1,"0,1,2,27,28,29,30,31,32,33,34,35,36,37,38,39,40,42,43",-1.0078250321,-14.5008438917686,C=CCC1C(OC(C)=O)C(C)CC1(C=O)OC(C)=O,C14H16O5<br>[X-H]+
