fragid,molid,scanid,mz,mass,score,parentfragid,atoms,deltah,deltappm,smiles,formula
1,3,1,671.267,648.2781914997,8.86322991212782,0,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45",22.9897692809,-0.614033760117975,C=C1C(OC(C)=O)C(OC(=O)C(C)=CC)C(=O)C(C)(C)C=CC(C)C(=O)C2(OC(C)=O)CC(C)(O)C(OC(C)=O)C2C1OC(C)=O,C33H44O13<br>[M+Na]+
2,3,2,203.066071,205.0864692836,7.0,1,"0,1,2,28,29,34,35,36,37,38,39,40,41,43,44",-2.0156500642,-20.6810491742428,C=CCC1C(C=O)CC(C)C1OC(C)=O,C12H13O3<br>[X-2H]+
3,3,2,203.068268,205.0864692836,7.0,1,"0,1,2,28,29,34,35,36,37,38,39,40,41,43,44",-2.0156500642,-9.86180371605836,C=CCC1C(C=O)CC(C)C1OC(C)=O,C12H13O3<br>[X-2H]+
4,3,2,203.07045,205.0864692836,7.0,1,"0,1,2,28,29,34,35,36,37,38,39,40,41,43,44",-2.0156500642,0.883341717265395,C=CCC1C(C=O)CC(C)C1OC(C)=O,C12H13O3<br>[X-2H]+
5,3,2,203.072632,205.0864692836,7.0,1,"0,1,2,28,29,34,35,36,37,38,39,40,41,43,44",-2.0156500642,11.6282562390468,C=CCC1C(C=O)CC(C)C1OC(C)=O,C12H13O3<br>[X-2H]+
6,3,2,211.108566,216.1514152641,8.0,1,"2,21,22,23,24,25,26,27,28,29,34,35,40,41,43,44",-5.0391251605,-15.0420405016008,CC(C)C=CC(C)C(=O)C1CC(C)CC1C,C15H20O<br>[X-5H]+
7,3,2,211.110886,216.1514152641,8.0,1,"2,21,22,23,24,25,26,27,28,29,34,35,40,41,43,44",-5.0391251605,-4.05238979485606,CC(C)C=CC(C)C(=O)C1CC(C)CC1C,C15H20O<br>[X-5H]+
8,3,2,211.113205,216.1514152641,8.0,1,"2,21,22,23,24,25,26,27,28,29,34,35,40,41,43,44",-5.0391251605,6.93228261107845,CC(C)C=CC(C)C(=O)C1CC(C)CC1C,C15H20O<br>[X-5H]+
9,3,2,211.115524,216.1514152641,8.0,1,"2,21,22,23,24,25,26,27,28,29,34,35,40,41,43,44",-5.0391251605,17.916713694586,CC(C)C=CC(C)C(=O)C1CC(C)CC1C,C15H20O<br>[X-5H]+
10,3,2,225.088089,230.130679822,11.0,1,"0,1,2,3,4,5,25,26,27,28,29,34,35,40,41,43,44",-5.0391251605,-12.9596439906391,C=CC(OCC)C1CC(C)CC1C(=O)C(C)C,C15H18O2<br>[X-5H]+
11,3,2,225.090637,230.130679822,11.0,1,"0,1,2,3,4,5,25,26,27,28,29,34,35,40,41,43,44",-5.0391251605,-1.63961284619346,C=CC(OCC)C1CC(C)CC1C(=O)C(C)C,C15H18O2<br>[X-5H]+
12,3,2,225.093185,230.130679822,11.0,1,"0,1,2,3,4,5,25,26,27,28,29,34,35,40,41,43,44",-5.0391251605,9.68016201839064,C=CC(OCC)C1CC(C)CC1C(=O)C(C)C,C15H18O2<br>[X-5H]+
