fragid,molid,scanid,mz,mass,score,parentfragid,atoms,deltah,deltappm,smiles,formula
16,1,2,365.191406,366.2028960249,8.0,1,"12,13,15,16,17,18,19,20,21,22,24,25,26,27,28,29,30,31,32,33,38,39,40,41,42,43",-1.0078250321,-8.53358745233066,CCC(=O)NCC(=O)OC(CNC(C(=O)OC(C)CN)C(C)C)C(C)C,C18H28N3O5<br>[X-H]+
17,1,2,369.222839,369.2263711212,4.0,1,"4,5,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,41,42,43,44,45,46,47,48,49",0.0,-8.08054346794135,CC(OC(=O)C(N)C(C)C)C(=O)NC(C(=O)OC(CN)C(C)C)C(C)C,C18H31N3O5<br>[X]+
18,1,2,393.202484,395.2182117381,6.0,1,"3,4,5,7,8,9,10,11,12,13,14,15,16,17,18,19,20,41,42,43,44,45,46,47,48,49,50,52",-2.0156500642,1.19766817162499,CC(C)CC(=O)OC(C)C(=O)NC(C(=O)OC(CNCC=O)C(C)C)C(C)C,C20H31N2O6<br>[X-2H]+
19,1,2,395.204041,397.2212857433,5.0,1,"4,5,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,41,42,43,44,45,46,47,48,49",-2.0156500642,-2.64693421993771,CC(OC(=O)C(NC=O)C(C)C)C(=O)NC(C(=O)OC(CN)C(C)C)C(C)C,C19H31N3O6<br>[X-2H]+
20,1,2,411.210144,411.2131263602,4.0,1,"5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,38,39,40,41,42,43,44,45,46",0.0,-5.91853152326665,CC(C)CC(=O)NC(C(=O)OC(C)C(=O)NC(C(=O)OCC=O)C(C)C)C(C)C,C20H31N2O7<br>[X]+
21,1,2,412.222931,411.2131263602,4.0,1,"5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,38,39,40,41,42,43,44,45,46",1.0078250321,6.13310786448333,CC(C)CC(=O)NC(C(=O)OC(C)C(=O)NC(C(=O)OCC=O)C(C)C)C(C)C,C20H31N2O7<br>[X+H]+
22,1,2,422.196899,423.2005503012,8.0,1,"9,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,35,36,37,38,39,40",-1.0078250321,11.1851387615065,CCNC(=O)C(C)OC(=O)CNC(=O)C(OC(=O)C(NC(=O)CC)C(C)C)C(C)C,C20H29N3O7<br>[X-H]+
23,1,2,451.208588,452.2158660144,8.0,1,"5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,24,25,26,27,28,35,36,37,38,39,40,41,42,43",-1.0078250321,2.42818450103245,CC(C)CC(=O)OC(CNC(C(=O)OC(C)C(=O)NCC(=O)OCC=O)C(C)C)C(C)C,C22H32N2O8<br>[X-H]+
24,1,2,457.241394,456.2345900838,5.0,1,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,41,43,44,45,46,47,48,49,50,51,52",1.0078250321,-1.03340578131562,CCC(N)C(=O)OC(C)C(=O)NC(C(=O)OC(C(=O)NC(CC)C(=O)O)C(C)C)C(C)C,C21H34N3O8<br>[X+H]+
25,1,2,465.183777,468.2107806365,6.0,1,"5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,35,36,37,41,42,43,44,45,46",-3.0234750963,-6.40594179612985,CC(C)CC(=O)OCC(=O)NC(C(=O)OC(C)C(=O)NC(C(=O)OCC=O)C(C)C)C(C)C,C22H32N2O9<br>[X-3H]+
26,1,2,466.331085,465.3202715064,7.0,1,"11,12,13,14,15,16,17,18,19,20,21,22,24,25,26,27,28,29,30,32,33,35,36,37,38,39,40,41,42,43,44,45,46",1.0078250321,7.58487180845812,CCCNC(C(=O)OC(CNC(C(=O)OC(C)C(=O)NCC(C)C)C(C)C)C(C)C)C(C)C,C25H43N3O5<br>[X+H]+
27,1,2,483.241486,482.237664089,8.0,1,"4,5,6,7,8,9,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,35,36,37,38,39,40,47,48,49",1.0078250321,-7.14864348386445,CC(OC(=O)CNC(=O)C(OC(=O)C(N)C(C)C)C(C)C)C(=O)NCCOC(C(N)=O)C(C)C,C22H34N4O8<br>[X+H]+
28,1,2,484.227051,484.2295047059,5.0,1,"9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,43",0.0,-3.93432357002993,CCC(NC(=O)C(OC(=O)C(NC(=O)C(C)O)C(C)C)C(C)C)C(=O)OC(C)C(=O)NCC=O,C22H34N3O9<br>[X]+
29,1,2,485.285431,483.2706412391,5.0,1,"7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,38,39,40,41,42,43,44,45,46,47,48,49",2.0156500642,-0.642309206126497,CC(=O)OC(C(=O)NC(C(=O)OC(C)C(=O)NC(C(=O)OCC(C)C)C(C)C)C(C)C)C(C)C,C24H39N2O8<br>[X+2H]+
30,1,2,493.246033,495.2580651801,6.0,1,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,38,39,40,41,42,43,44,45,47,48,49,50,52",-2.0156500642,8.44707067322288,CCC(NC(=O)C(C)OC(=O)C(NC(=O)CC(C)C)C(C)C)C(=O)OC(C(=O)NCC=O)C(C)C,C24H37N3O8<br>[X-2H]+
31,1,2,511.267761,511.2655558612,4.0,1,"5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,35,36,37,38,39,40,41,42,43,47,48,49",0.0,5.3860990465158,CC(C)CC(=O)OC(C(=O)NC(C(=O)OC(C)C(=O)NCC(=O)OC(C=O)C(C)C)C(C)C)C(C)C,C25H39N2O9<br>[X]+
32,1,2,512.280029,510.2689642174,8.0,1,"4,5,6,7,8,9,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,35,37,38,39,40,44,45,46,47,48,49",2.0156500642,-7.8798340195365,CCC(N)C(=O)OC(C(=O)NCC(=O)OC(C)C(=O)NC(COC(C(N)=O)C(C)C)C(C)C)C(C)C,C24H38N4O8<br>[X+2H]+
33,1,2,520.269104,523.2893653085,6.0,1,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,38,40,41,42,43,44,45,46,47,49,50,52",-3.0234750963,7.23161873542715,CCCC(=O)NC(C(=O)OC(C)C(=O)NC(C(=O)OC(CC)C(=O)NC(C=O)C(C)C)C(C)C)C(C)C,C26H41N3O8<br>[X-3H]+
34,1,2,564.323364,565.3363155011,7.0,1,"0,1,2,3,4,5,6,7,8,9,11,12,13,14,15,16,17,18,19,20,21,22,24,25,26,27,38,39,40,41,42,43,44,45,46,47,48,49,50,52",-1.0078250321,-8.1121379907539,CC(OC(=O)C(NCC(OC=O)C(C)C)C(C)C)C(=O)NC(COC(C(=O)NC(C=O)C(C)C)C(C)C)C(C)C,C29H47N3O8<br>[X-H]+
35,1,2,582.303406,582.302669649,4.0,1,"5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,35,36,37,41,42,43,44,45,46,47,48,49",0.0,2.20666921532736,CCC(=O)NC(C(=O)OCC(=O)NC(C(=O)OC(C)C(=O)NC(C(=O)OC(C=O)C(C)C)C(C)C)C(C)C)C(C)C,C28H44N3O10<br>[X]+
36,1,2,610.244751,612.26427277,7.0,1,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,35,36,37,38,39,40,47,48,49,50,51,52",-2.0156500642,-5.44552951028281,CCC(=O)NC(C(=O)OC(C(=O)NCC(=O)OC(C)C(=O)NCC(=O)OC(C(=O)NCC(=O)O)C(C)C)C(C)C)C(C)C,C27H40N4O12<br>[X-2H]+
37,1,2,610.334534,610.3339697774,4.0,1,"5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,35,36,37,38,39,40,41,42,43,44,46,47,48,49",0.0,1.82329941700316,CCC(=O)NC(C(=O)OC(C(=O)NC(C(=O)OC(C)C(=O)NC(CC)C(=O)OC(C=O)C(C)C)C(C)C)C(C)C)C(C)C,C30H48N3O10<br>[X]+
38,1,2,611.339722,610.3339697774,4.0,1,"5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,35,36,37,38,39,40,41,42,43,44,46,47,48,49",1.0078250321,-2.49322830661793,CCC(=O)NC(C(=O)OC(C(=O)NC(C(=O)OC(C)C(=O)NC(CC)C(=O)OC(C=O)C(C)C)C(C)C)C(C)C)C(C)C,C30H48N3O10<br>[X+H]+
39,1,2,612.331604,612.3370437826,3.0,1,"4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",0.0,-7.98780034874465,CC(OC(=O)C(NC(=O)C(OC(=O)C(NC=O)C(C)C)C(C)C)C(C)C)C(=O)NC(C(=O)OC(C(N)=O)C(C)C)C(C)C,C29H48N4O10<br>[X]+
