fragid,molid,scanid,mz,mass,score,parentfragid,atoms,deltah,deltappm,smiles,formula
1,1,1,311.165,310.1568945725,5.35154861088724,0,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22",1.0078250321,2.6641665997508,COc1ccc(C(=O)CC(=O)c2ccc(C(C)(C)C)cc2)cc1,C20H22O3<br>[M+H]+
2,1,2,91.05365,88.0313001284,5.0,1,"13,15,16,17,18,19,20",3.0234750963,-6.33280159559143,Cc1ccccc1,C7H4<br>[X+3H]+
3,1,2,92.026138,92.0262147505,3.0,1,"15,16,17,18,19,20,21",0.0,5.12734219054277,Oc1ccccc1,C6H4O<br>[X]+
4,1,2,103.055,102.0469501926,5.0,1,"12,13,15,16,17,18,19,20",1.0078250321,7.50449080585861,CCc1ccccc1,C8H6<br>[X+H]+
5,1,2,105.068764,102.0469501926,5.0,1,"12,13,15,16,17,18,19,20",3.0234750963,-10.5901017357552,CCc1ccccc1,C8H6<br>[X+3H]+
6,1,2,107.046921,107.0496898468,2.0,1,"15,16,17,18,19,20,21,22",0.0,-20.7408749291288,COc1ccccc1,C7H7O<br>[X]+
7,1,2,115.058823,114.0469501926,7.0,1,"10,12,13,15,16,17,18,19,20",1.0078250321,39.9480472696543,CCCc1ccccc1,C9H6<br>[X+H]+
8,1,2,117.068542,118.078250321,4.0,1,"1,2,3,4,5,6,7,8,9",-1.0078250321,-11.400918446595,CC(C)c1ccccc1,C9H10<br>[X-H]+
9,1,2,118.076553,118.078250321,4.0,1,"1,2,3,4,5,6,7,8,9",0.0,-9.72861225034783,CC(C)c1ccccc1,C9H10<br>[X]+
10,1,2,119.080978,118.078250321,4.0,1,"1,2,3,4,5,6,7,8,9",1.0078250321,-38.198822149397,CC(C)c1ccccc1,C9H10<br>[X+H]+
11,1,2,125.060188,123.0446044689,14.0,1,"12,13,14,15,16,17,18,21,22",2.0156500642,3.85467915648182,COccccC(C)=O,C7H7O2<br>[X+2H]+
12,1,2,129.068924,130.078250321,6.0,1,"1,2,3,4,5,6,7,8,9,10",-1.0078250321,-7.38124151393472,Cc1ccc(cc1)C(C)C,C10H10<br>[X-H]+
13,1,2,130.078735,130.078250321,6.0,1,"1,2,3,4,5,6,7,8,9,10",0.0,7.9434889954161,Cc1ccc(cc1)C(C)C,C10H10<br>[X]+
14,1,2,131.048203,130.0418648147,5.0,1,"10,12,13,14,15,16,17,18,19,20",1.0078250321,-7.15955486998766,CCC(=O)c1ccccc1,C9H6O<br>[X+H]+
15,1,2,131.085632,130.078250321,6.0,1,"1,2,3,4,5,6,7,8,9,10",1.0078250321,0.802886620192818,Cc1ccc(cc1)C(C)C,C10H10<br>[X+H]+
16,1,2,135.044739,135.0446044689,2.0,1,"13,14,15,16,17,18,19,20,21,22",0.0,5.05855396560304,COc1ccc(C=O)cc1,C8H7O2<br>[X]+
17,1,2,135.11673,133.1017254173,2.0,1,"0,1,2,3,4,5,6,7,8,9",2.0156500642,-0.717020756907167,CC(C)(C)c1ccccc1,C10H13<br>[X+2H]+
18,1,2,136.048264,135.0446044689,2.0,1,"13,14,15,16,17,18,19,20,21,22",1.0078250321,-26.5854255956444,COc1ccc(C=O)cc1,C8H7O2<br>[X+H]+
19,1,2,137.043182,141.0704252889,10.0,1,"1,2,4,5,6,7,8,9,10,12,13",-4.0313001284,33.6057542797667,CCCc1ccc(cc1)CC,C11H9<br>[X-4H]+
20,1,2,146.071487,146.0731649431,4.0,1,"1,2,3,4,5,6,7,8,9,10,11",0.0,-7.73144111274644,CC(C)c1ccc(C=O)cc1,C10H10O<br>[X]+
21,1,2,147.040619,146.0367794368,3.0,1,"10,11,12,13,14,15,16,17,18,19,20",1.0078250321,-23.3736019566787,O=CCC(=O)c1ccccc1,C9H6O2<br>[X+H]+
22,1,2,161.096817,161.0966400394,2.0,1,"0,1,2,3,4,5,6,7,8,9,10,11",0.0,4.50387917960441,CC(C)(C)c1ccc(C=O)cc1,C11H13O<br>[X]+
23,1,2,203.106842,203.1072047257,2.0,1,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0.0,0.915155285608201,CC(C)(C)c1ccc(cc1)C(=O)CC=O,C13H15O2<br>[X]+
24,1,2,294.159943,294.1619799504,2.0,1,"0,1,2,3,4,5,6,7,8,9,10,12,13,14,15,16,17,18,19,20,21,22",0.0,-5.05966374878055,COc1ccc(cc1)C(=O)CCc1ccc(cc1)C(C)(C)C,C20H22O2<br>[X]+
25,1,2,311.166626,310.1568945725,0.0,1,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22",1.0078250321,7.88964880828488,COc1ccc(C(=O)CC(=O)c2ccc(C(C)(C)C)cc2)cc1,C20H22O3<br>[X+H]+
