fragid,molid,scanid,mz,mass,score,parentfragid,atoms,deltah,deltappm,smiles,formula
1,2,1,503.152,480.1631617419,8.49331611670544,0,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33",22.9897692809,-0.760054218638496,COC(=O)C1=CC(O)C(O)C(OC2OC(COC(=O)C=Cc3ccccc3)C(O)C(O)C2O)C1,C23H28O11<br>[M+Na]+
2,2,2,79.022507,80.0262147505,6.0,1,"2,3,4,5,6,11",-1.0078250321,59.0449705677244,CC=C(C)C=O,C5H4O<br>[X-H]+
3,2,2,103.056999,103.0547752247,2.0,1,"20,21,22,23,24,25,26,27",0.0,26.901378139253,C=Cc1ccccc1,C8H7<br>[X]+
4,2,2,131.05101,131.0496898468,1.0,1,"18,19,20,21,22,23,24,25,26,27",0.0,14.2597390130624,O=CC=Cc1ccccc1,C9H7O<br>[X]+
5,2,2,145.028305,148.052429501,7.0,1,"2,3,4,5,6,8,10,11,12,13,32",-3.0234750963,-0.695069145288348,CCOC1CCC=C(C=O)C1,C9H8O2<br>[X-3H]+
6,2,2,147.047592,147.0446044689,1.0,1,"17,18,19,20,21,22,23,24,25,26,27",0.0,24.0475280956539,O=C(O)C=Cc1ccccc1,C9H7O2<br>[X]+
7,2,2,155.000473,158.0215233031,6.0,1,"1,2,3,4,5,6,7,8,9,10,12",-3.0234750963,19.1831233959675,O=C(O)C=CC(O)C(O)CO,C6H6O5<br>[X-3H]+
8,2,2,162.062546,161.0602545331,2.0,1,"16,17,18,19,20,21,22,23,24,25,26,27",1.0078250321,-30.7595142924275,COC(=O)C=Cc1ccccc1,C10H9O2<br>[X+H]+
9,2,2,209.137833,203.091948592,7.0,1,"8,9,10,11,12,13,15,16,28,29,30,31,32,33",6.0469501926,-2.47293659174839,CCC(O)C(O)C(O)COC(C)CO,C9H15O5<br>[X+6H]+
10,2,2,215.066269,217.0864692836,4.0,1,"15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,31",-2.0156500642,-18.6064482287678,O=C(C=Cc1ccccc1)OCCCCO,C13H13O3<br>[X-2H]+
11,2,2,247.085281,246.0739528041,3.0,1,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,32,33",1.0078250321,16.3982402498818,COC(=O)C1=CC(O)C(O)C(C1)OC(O)CO,C10H14O7<br>[X+H]+
12,2,2,249.05928,251.0766924583,5.0,1,"6,7,8,9,10,12,13,14,15,16,17,28,29,30,31,32,33",-2.0156500642,-4.87351485127227,OCC(O)COC1OC(CO)C(O)C(O)C1O,C9H15O8<br>[X-2H]+
13,2,2,255.085022,257.1025132783,4.0,1,"4,5,6,7,8,9,10,11,12,13,14,15,16,28,30,31,32,33",-2.0156500642,-5.0673853359276,CC1CC(O)C(O)C(O1)OC1CC=CC(O)C1O,C12H17O6<br>[X-2H]+
14,2,2,261.039246,266.079038182,6.0,1,"1,2,3,4,5,6,8,10,11,12,13,14,15,16,17,28,30,32,33",-5.0391251605,-0.453654006905939,O=C(O)C1=CCCC(C1)OC1OC(CO)CCC1O,C13H14O6<br>[X-5H]+
15,2,2,311.125458,310.1205090662,9.0,1,"4,5,6,8,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28",1.0078250321,-7.48089955428191,CC(COC(=O)C=Cc1ccccc1)OCOC1CC=CCC1,C19H18O4<br>[X+H]+
16,2,2,343.188751,336.1361591304,7.0,1,"4,5,6,8,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32",7.0547752247,-4.76342856600239,O=C(C=Cc1ccccc1)OCC1CCCC(OC2CC=CCC2)O1,C21H20O4<br>[X+7H]+
17,2,2,351.141693,349.1287280288,5.0,1,"8,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33",2.0156500642,-6.08441846301932,CC(C)OC1OC(COC(=O)C=Cc2ccccc2)C(O)C(O)C1O,C18H21O7<br>[X+2H]+
18,2,2,383.111725,386.1365530609,6.0,1,"0,1,2,3,4,5,6,8,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,32,33",-3.0234750963,-2.09955620682253,COC(=O)C1=CCCC(C1)OC(CO)OCCOC(=O)C=Cc1ccccc1,C21H22O7<br>[X-3H]+
19,2,2,425.14093,422.1212969272,7.0,1,"1,2,3,4,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33",3.0234750963,-7.74666297139587,O=C(O)CCC(CO)OC1OC(COC(=O)C=Cc2ccccc2)C(O)C(O)C1O,C20H22O10<br>[X+3H]+
