fragid,molid,scanid,mz,mass,score,parentfragid,atoms,deltah,deltappm,smiles,formula
19,5,2,120.044403,119.0371137878,9.0,1,"4,5,6,9,10,11,12,13,14",1.0078250321,0.10646143998655,O=cn-c1ccccc1,C7H5NO<br>[X+H]+
20,5,2,128.985001,127.9777403746,2.0,1,"1,2,3,4,5,6,7,8",1.0078250321,-0.122546806767629,O=c1nnccc1Cl,C4HN2OCl<br>[X+H]+
21,5,2,130.065002,127.0421991657,13.0,1,"1,2,4,6,9,10,11,12,13,14",3.0234750963,-0.950770753802137,cccn-c1ccccc1,C9H5N<br>[X+3H]+
22,5,2,131.060303,130.053098203,10.0,1,"1,6,7,8,9,10,11,12,13,14",1.0078250321,-0.546581217448336,ccnn-c1ccccc1,C8H6N2<br>[X+H]+
23,5,2,132.044403,131.0371137878,10.0,1,"2,4,5,6,9,10,11,12,13,14",1.0078250321,0.0967863818181355,cc(=O)n-c1ccccc1,C8H5NO<br>[X+H]+
24,5,2,146.011505,143.996464444,1.0,1,"0,1,2,3,4,5,6,7,8",2.0156500642,-0.417146580333953,Nc1cnnc(=O)c1Cl,C4H3N3OCl<br>[X+2H]+
25,5,2,150.010406,150.0110518757,11.0,1,"2,3,4,6,9,10,11,12,13,14",0.0,-0.648459680869421,Clccn-c1ccccc1,C8H5NCl<br>[X]+
26,5,2,159.055405,159.0558378572,10.0,1,"0,1,2,4,5,6,9,10,11,12,13,14",0.0,0.727688568848796,Nccc(=O)n-c1ccccc1,C9H7N2O<br>[X]+
27,5,2,177.021393,177.021950913,10.0,1,"1,2,3,6,7,8,9,10,11,12,13,14",0.0,-0.0526094604056846,Clcccnn-c1ccccc1,C9H6N2Cl<br>[X]+
28,5,2,186.066193,186.0667368945,1.0,1,"0,1,2,4,5,6,7,8,9,10,11,12,13,14",0.0,0.0252893873654389,Nc1cnn(-c2ccccc2)c(=O)c1,C10H8N3O<br>[X]+
29,5,2,193.029099,191.0137915299,7.0,1,"1,2,3,4,5,6,8,9,10,11,12,13,14",2.0156500642,1.06722717517453,ccc(Cl)c(=O)n-c1ccccc1,C10H6NOCl<br>[X+2H]+
30,5,2,195.031693,194.0246905672,9.0,1,"0,1,2,3,4,5,6,9,10,11,12,13,14",1.0078250321,-1.40489627979136,Ncc(Cl)c(=O)n-c1ccccc1,C9H7N2OCl<br>[X+H]+
31,5,2,205.016495,205.0168655351,1.0,1,"1,2,3,4,5,6,7,8,9,10,11,12,13,14",0.0,0.868539382977124,O=c1c(Cl)ccnn1-c1ccccc1,C10H6N2OCl<br>[X]+
32,5,2,222.042801,221.0355896045,0.0,1,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",1.0078250321,-0.292901186751509,Nc1cnn(-c2ccccc2)c(=O)c1Cl,C10H8N3OCl<br>[X+H]+
