fragid,molid,scanid,mz,mass,score,parentfragid,atoms,deltah,deltappm,smiles,formula
11,8,2,213.125641,217.1592402962,7.0,1,"19,20,21,22,23,24,25,26,27,29,31,32,42,43,44,45",-4.0313001284,-8.21378315514613,CC(C=CC(C)(C)C=O)CC1CCC(C)C1,C15H21O<br>[X-4H]+
12,8,2,213.128006,217.1592402962,7.0,1,"19,20,21,22,23,24,25,26,27,29,31,32,42,43,44,45",-4.0313001284,2.88292567248054,CC(C=CC(C)(C)C=O)CC1CCC(C)C1,C15H21O<br>[X-4H]+
13,8,2,213.130356,217.1592402962,7.0,1,"19,20,21,22,23,24,25,26,27,29,31,32,42,43,44,45",-4.0313001284,13.9090097518954,CC(C=CC(C)(C)C=O)CC1CCC(C)C1,C15H21O<br>[X-4H]+
14,8,2,217.083054,218.0942943157,4.0,1,"29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44",-1.0078250321,-13.2054692761207,CC1CC(O)CC1OC(=O)c1ccccc1,C13H14O3<br>[X-H]+
15,8,2,217.085464,218.0942943157,4.0,1,"29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44",-1.0078250321,-2.10370418889898,CC1CC(O)CC1OC(=O)c1ccccc1,C13H14O3<br>[X-H]+
16,8,2,217.087891,218.0942943157,4.0,1,"29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44",-1.0078250321,9.07612299778445,CC1CC(O)CC1OC(=O)c1ccccc1,C13H14O3<br>[X-H]+
17,8,2,217.090302,218.0942943157,4.0,1,"29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44",-1.0078250321,20.1819996548749,CC1CC(O)CC1OC(=O)c1ccccc1,C13H14O3<br>[X-H]+
18,8,2,225.123825,224.1201151357,8.0,1,"0,1,2,29,31,32,33,34,35,36,37,38,39,40,42,43,44",1.0078250321,-15.8426936814937,C=CCC1CCC(C)C1OCc1ccccc1,C16H16O<br>[X+H]+
19,8,2,225.126373,224.1201151357,8.0,1,"0,1,2,29,31,32,33,34,35,36,37,38,39,40,42,43,44",1.0078250321,-4.52442682000197,C=CCC1CCC(C)C1OCc1ccccc1,C16H16O<br>[X+H]+
20,8,2,225.128922,224.1201151357,8.0,1,"0,1,2,29,31,32,33,34,35,36,37,38,39,40,42,43,44",1.0078250321,6.79802571122662,C=CCC1CCC(C)C1OCc1ccccc1,C16H16O<br>[X+H]+
21,8,2,225.131485,224.1201151357,8.0,1,"0,1,2,29,31,32,33,34,35,36,37,38,39,40,42,43,44",1.0078250321,18.1824066061037,C=CCC1CCC(C)C1OCc1ccccc1,C16H16O<br>[X+H]+
22,8,2,225.159561,228.1878007704,8.0,1,"0,1,2,20,21,22,23,24,25,26,27,29,31,32,42,43,44",-3.0234750963,-18.724828211757,C=CCC1CC(C)CC1CC(C)C=CC(C)C,C17H24<br>[X-3H]+
23,8,2,225.162109,228.1878007704,8.0,1,"0,1,2,20,21,22,23,24,25,26,27,29,31,32,42,43,44",-3.0234750963,-7.40832508354856,C=CCC1CC(C)CC1CC(C)C=CC(C)C,C17H24<br>[X-3H]+
24,8,2,225.164673,228.1878007704,8.0,1,"0,1,2,20,21,22,23,24,25,26,27,29,31,32,42,43,44",-3.0234750963,3.97898075262133,C=CCC1CC(C)CC1CC(C)C=CC(C)C,C17H24<br>[X-3H]+
25,8,2,225.167221,228.1878007704,8.0,1,"0,1,2,20,21,22,23,24,25,26,27,29,31,32,42,43,44",-3.0234750963,15.2949700438676,C=CCC1CC(C)CC1CC(C)C=CC(C)C,C17H24<br>[X-3H]+
26,8,2,227.138489,226.1357651999,8.0,1,"25,26,27,29,31,32,33,34,35,36,37,38,39,40,42,43,44",1.0078250321,-20.0434194131747,CCCC1CC(C)C(C1)OCc1ccccc1,C16H18O<br>[X+H]+
27,8,2,227.141068,226.1357651999,8.0,1,"25,26,27,29,31,32,33,34,35,36,37,38,39,40,42,43,44",1.0078250321,-8.68901435254559,CCCC1CC(C)C(C1)OCc1ccccc1,C16H18O<br>[X+H]+
28,8,2,227.143661,226.1357651999,8.0,1,"25,26,27,29,31,32,33,34,35,36,37,38,39,40,42,43,44",1.0078250321,2.7267677089795,CCCC1CC(C)C(C1)OCc1ccccc1,C16H18O<br>[X+H]+
29,8,2,227.14624,226.1357651999,8.0,1,"25,26,27,29,31,32,33,34,35,36,37,38,39,40,42,43,44",1.0078250321,14.0806557049388,CCCC1CC(C)C(C1)OCc1ccccc1,C16H18O<br>[X+H]+
30,8,2,229.117401,228.1150297578,7.0,1,"0,1,2,31,32,33,34,35,36,37,38,39,40,41,42,43,44",1.0078250321,-21.4090674846525,C=CCCC(OC(=O)c1ccccc1)C(C)C,C15H16O2<br>[X+H]+
31,8,2,229.120026,228.1150297578,7.0,1,"0,1,2,31,32,33,34,35,36,37,38,39,40,41,42,43,44",1.0078250321,-9.95194501209778,C=CCCC(OC(=O)c1ccccc1)C(C)C,C15H16O2<br>[X+H]+
32,8,2,229.12265,228.1150297578,7.0,1,"0,1,2,31,32,33,34,35,36,37,38,39,40,41,42,43,44",1.0078250321,1.50055046969334,C=CCCC(OC(=O)c1ccccc1)C(C)C,C15H16O2<br>[X+H]+
33,8,2,229.125259,228.1150297578,7.0,1,"0,1,2,31,32,33,34,35,36,37,38,39,40,41,42,43,44",1.0078250321,12.8873181113638,C=CCCC(OC(=O)c1ccccc1)C(C)C,C15H16O2<br>[X+H]+
34,8,2,237.123489,237.1279401678,9.0,1,"0,1,2,27,29,31,32,33,34,35,36,37,38,39,40,42,43,44",0.0,-16.457955373261,C=CCC1C(C)CC(C)C1OCc1ccccc1,C17H17O<br>[X]+
35,8,2,237.126251,237.1279401678,9.0,1,"0,1,2,27,29,31,32,33,34,35,36,37,38,39,40,42,43,44",0.0,-4.80996007449216,C=CCC1C(C)CC(C)C1OCc1ccccc1,C17H17O<br>[X]+
36,8,2,237.129013,237.1279401678,9.0,1,"0,1,2,27,29,31,32,33,34,35,36,37,38,39,40,42,43,44",0.0,6.8377638803141,C=CCC1C(C)CC(C)C1OCc1ccccc1,C17H17O<br>[X]+
37,8,2,237.131775,237.1279401678,9.0,1,"0,1,2,27,29,31,32,33,34,35,36,37,38,39,40,42,43,44",0.0,18.4852165007591,C=CCC1C(C)CC(C)C1OCc1ccccc1,C17H17O<br>[X]+
38,8,2,239.139572,244.1827153925,8.0,1,"0,1,2,20,21,22,23,24,25,26,27,29,31,32,33,42,43,44",-5.0391251605,-14.5088157971799,C=CCC1C(CC(C)C=CC(C)C)CC(C)C1O,C17H24O<br>[X-5H]+
39,8,2,239.14238,244.1827153925,8.0,1,"0,1,2,20,21,22,23,24,25,26,27,29,31,32,33,42,43,44",-5.0391251605,-2.76668652352008,C=CCC1C(CC(C)C=CC(C)C)CC(C)C1O,C17H24O<br>[X-5H]+
40,8,2,239.145172,244.1827153925,8.0,1,"0,1,2,20,21,22,23,24,25,26,27,29,31,32,33,42,43,44",-5.0391251605,8.90826263492763,C=CCC1C(CC(C)C=CC(C)C)CC(C)C1O,C17H24O<br>[X-5H]+
41,8,2,239.147964,244.1827153925,8.0,1,"0,1,2,20,21,22,23,24,25,26,27,29,31,32,33,42,43,44",-5.0391251605,20.5829391884365,C=CCC1C(CC(C)C=CC(C)C)CC(C)C1O,C17H24O<br>[X-5H]+
42,8,2,243.13501,242.130679822,6.0,1,"25,26,27,29,31,32,33,34,35,36,37,38,39,40,41,42,43,44",1.0078250321,-12.117769875668,CCCC1CC(C)C(C1)OC(=O)c1ccccc1,C16H18O2<br>[X+H]+
43,8,2,243.137878,242.130679822,6.0,1,"25,26,27,29,31,32,33,34,35,36,37,38,39,40,41,42,43,44",1.0078250321,-0.321850715056895,CCCC1CC(C)C(C1)OC(=O)c1ccccc1,C16H18O2<br>[X+H]+
44,8,2,243.140747,242.130679822,6.0,1,"25,26,27,29,31,32,33,34,35,36,37,38,39,40,41,42,43,44",1.0078250321,11.4779029617454,CCCC1CC(C)C(C1)OC(=O)c1ccccc1,C16H18O2<br>[X+H]+
45,8,2,253.118851,253.1228547899,7.0,1,"0,1,2,27,29,31,32,33,34,35,36,37,38,39,40,41,42,43,44",0.0,-13.650464539726,C=CCC1C(C)CC(C)C1OC(=O)c1ccccc1,C17H17O2<br>[X]+
46,8,2,253.121887,253.1228547899,7.0,1,"0,1,2,27,29,31,32,33,34,35,36,37,38,39,40,41,42,43,44",0.0,-1.65607923083871,C=CCC1C(C)CC(C)C1OC(=O)c1ccccc1,C17H17O2<br>[X]+
47,8,2,253.124939,253.1228547899,7.0,1,"0,1,2,27,29,31,32,33,34,35,36,37,38,39,40,41,42,43,44",0.0,10.4012275933575,C=CCC1C(C)CC(C)C1OC(=O)c1ccccc1,C17H17O2<br>[X]+
48,8,2,253.15538,252.1514152641,8.0,1,"23,24,25,26,27,29,31,32,33,34,35,36,37,38,39,40,42,43,44",1.0078250321,-13.0816741871693,C=CC(C)CC1CC(C)C(C1)OCc1ccccc1,C18H20O<br>[X+H]+
49,8,2,253.158417,252.1514152641,8.0,1,"23,24,25,26,27,29,31,32,33,34,35,36,37,38,39,40,42,43,44",1.0078250321,-1.08507630584245,C=CC(C)CC1CC(C)C(C1)OCc1ccccc1,C18H20O<br>[X+H]+
50,8,2,253.161469,252.1514152641,8.0,1,"23,24,25,26,27,29,31,32,33,34,35,36,37,38,39,40,42,43,44",1.0078250321,10.9704838223777,C=CC(C)CC1CC(C)C(C1)OCc1ccccc1,C18H20O<br>[X+H]+
51,8,2,255.133255,255.1385048541,7.0,1,"2,25,26,27,29,31,32,33,34,35,36,37,38,39,40,41,42,43,44",0.0,-18.4266613928063,CCCC1CC(C)C(OC(=O)c2ccccc2)C1C,C17H19O2<br>[X]+
52,8,2,255.136337,255.1385048541,7.0,1,"2,25,26,27,29,31,32,33,34,35,36,37,38,39,40,41,42,43,44",0.0,-6.34662282512609,CCCC1CC(C)C(OC(=O)c2ccccc2)C1C,C17H19O2<br>[X]+
53,8,2,255.13942,255.1385048541,7.0,1,"2,25,26,27,29,31,32,33,34,35,36,37,38,39,40,41,42,43,44",0.0,5.73704330001401,CCCC1CC(C)C(OC(=O)c2ccccc2)C1C,C17H19O2<br>[X]+
54,8,2,255.142487,255.1385048541,7.0,1,"2,25,26,27,29,31,32,33,34,35,36,37,38,39,40,41,42,43,44",0.0,17.7577084606365,CCCC1CC(C)C(OC(=O)c2ccccc2)C1C,C17H19O2<br>[X]+
55,8,2,257.187378,258.1983654567,8.0,1,"0,1,2,7,20,21,22,23,24,25,26,27,29,30,31,32,42,43,44",-1.0078250321,-10.1631138364298,C=C(C)CC1CC(C)CC1(O)CC(C)C=CC(C)C,C18H26O<br>[X-H]+
56,8,2,257.190491,258.1983654567,8.0,1,"0,1,2,7,20,21,22,23,24,25,26,27,29,30,31,32,42,43,44",-1.0078250321,1.94087813331296,C=C(C)CC1CC(C)CC1(O)CC(C)C=CC(C)C,C18H26O<br>[X-H]+
57,8,2,257.193634,258.1983654567,8.0,1,"0,1,2,7,20,21,22,23,24,25,26,27,29,30,31,32,42,43,44",-1.0078250321,14.1612190916197,C=C(C)CC1CC(C)CC1(O)CC(C)C=CC(C)C,C18H26O<br>[X-H]+
58,8,2,267.162079,267.1596342267,5.0,1,"19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,42,43,44,45",0.0,11.2043345045824,CC(C=CC(C)(C)C=O)C(O)C1(O)CC(C)C(O)C1,C15H23O4<br>[X]+
59,8,2,267.171997,265.1592402962,9.0,1,"2,23,24,25,26,27,29,31,32,33,34,35,36,37,38,39,40,42,43,44",2.0156500642,-8.77622066029433,C=CC(C)CC1CC(C)C(OCc2ccccc2)C1C,C19H21O<br>[X+2H]+
60,8,2,267.175293,265.1592402962,9.0,1,"2,23,24,25,26,27,29,31,32,33,34,35,36,37,38,39,40,42,43,44",2.0156500642,3.56035765668979,C=CC(C)CC1CC(C)C(OCc2ccccc2)C1C,C19H21O<br>[X+2H]+
61,8,2,267.178589,265.1592402962,9.0,1,"2,23,24,25,26,27,29,31,32,33,34,35,36,37,38,39,40,42,43,44",2.0156500642,15.8966315975582,C=CC(C)CC1CC(C)C(OCc2ccccc2)C1C,C19H21O<br>[X+2H]+
62,8,2,269.149811,268.1463298862,6.0,1,"23,24,25,26,27,29,31,32,33,34,35,36,37,38,39,40,41,42,43,44",1.0078250321,-14.1011367826063,C=CC(C)CC1CC(C)C(C1)OC(=O)c1ccccc1,C18H20O2<br>[X+H]+
63,8,2,269.153137,268.1463298862,6.0,1,"23,24,25,26,27,29,31,32,33,34,35,36,37,38,39,40,41,42,43,44",1.0078250321,-1.7436850453954,C=CC(C)CC1CC(C)C(C1)OC(=O)c1ccccc1,C18H20O2<br>[X+H]+
64,8,2,269.156464,268.1463298862,6.0,1,"23,24,25,26,27,29,31,32,33,34,35,36,37,38,39,40,41,42,43,44",1.0078250321,10.6171765583337,C=CC(C)CC1CC(C)C(C1)OC(=O)c1ccccc1,C18H20O2<br>[X+H]+
65,8,2,271.166534,268.1463298862,6.0,1,"23,24,25,26,27,29,31,32,33,34,35,36,37,38,39,40,41,42,43,44",3.0234750963,-10.0395224282531,C=CC(C)CC1CC(C)C(C1)OC(=O)c1ccccc1,C18H20O2<br>[X+3H]+
66,8,2,271.169922,268.1463298862,6.0,1,"23,24,25,26,27,29,31,32,33,34,35,36,37,38,39,40,41,42,43,44",3.0234750963,2.45461404855944,C=CC(C)CC1CC(C)C(C1)OC(=O)c1ccccc1,C18H20O2<br>[X+3H]+
67,8,2,271.173279,268.1463298862,6.0,1,"23,24,25,26,27,29,31,32,33,34,35,36,37,38,39,40,41,42,43,44",3.0234750963,14.8341219861933,C=CC(C)CC1CC(C)C(C1)OC(=O)c1ccccc1,C18H20O2<br>[X+3H]+
68,8,2,277.155792,282.1983654567,6.0,1,"0,1,2,7,12,19,20,21,22,23,24,25,26,27,29,31,32,42,43,44,45",-5.0391251605,-10.4623330399287,C=C1CCC(=O)C(C)(C)C=CC(C)CC2CC(C)CC2C1,C20H26O<br>[X-5H]+
69,8,2,277.159271,282.1983654567,6.0,1,"0,1,2,7,12,19,20,21,22,23,24,25,26,27,29,31,32,42,43,44,45",-5.0391251605,2.09014765420221,C=C1CCC(=O)C(C)(C)C=CC(C)CC2CC(C)CC2C1,C20H26O<br>[X-5H]+
70,8,2,277.16275,282.1983654567,6.0,1,"0,1,2,7,12,19,20,21,22,23,24,25,26,27,29,31,32,42,43,44,45",-5.0391251605,14.6423132262476,C=C1CCC(=O)C(C)(C)C=CC(C)CC2CC(C)CC2C1,C20H26O<br>[X-5H]+
71,8,2,285.171021,283.1545488488,5.0,1,"7,8,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,45",2.0156500642,4.80654378999518,CC(C=CC(C)(C)C(=O)C(CO)OC(=O)C(C)C)CO,C15H23O5<br>[X+2H]+
72,8,2,285.181946,284.1776300146,7.0,1,"0,1,2,7,12,19,20,22,23,24,25,26,27,29,30,31,32,42,43,44,45",1.0078250321,-10.3809050378888,C=C1CCC(=O)C(C)C=CC(C)CC2(O)CC(C)CC2C1,C19H24O2<br>[X+H]+
73,8,2,285.185577,284.1776300146,7.0,1,"0,1,2,7,12,19,20,22,23,24,25,26,27,29,30,31,32,42,43,44,45",1.0078250321,2.35128756211574,C=C1CCC(=O)C(C)C=CC(C)CC2(O)CC(C)CC2C1,C19H24O2<br>[X+H]+
74,8,2,285.18924,284.1776300146,7.0,1,"0,1,2,7,12,19,20,22,23,24,25,26,27,29,30,31,32,42,43,44,45",1.0078250321,15.1953604562898,C=C1CCC(=O)C(C)C=CC(C)CC2(O)CC(C)CC2C1,C19H24O2<br>[X+H]+
75,8,2,295.153351,294.1467238167,4.0,1,"0,1,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,45",1.0078250321,-2.19969991111949,C=CC(OC(C)=O)C(OC(=O)C(C)C)C(=O)C(C)(C)C=C,C16H22O5<br>[X+H]+
76,8,2,295.157166,294.1467238167,4.0,1,"0,1,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,45",1.0078250321,10.7256457397687,C=CC(OC(C)=O)C(OC(=O)C(C)C)C(=O)C(C)(C)C=C,C16H22O5<br>[X+H]+
77,8,2,295.164825,299.2011051109,5.0,1,"0,1,2,7,12,19,20,21,22,23,24,25,26,27,29,30,31,32,42,43,44,45",-4.0313001284,-15.0132472590186,C=C1CCC(=O)C(C)(C)C=CC(C)CC2(O)CC(C)CC2C1,C20H27O2<br>[X-4H]+
78,8,2,295.168671,299.2011051109,5.0,1,"0,1,2,7,12,19,20,21,22,23,24,25,26,27,29,30,31,32,42,43,44,45",-4.0313001284,-1.98321352295532,C=C1CCC(=O)C(C)(C)C=CC(C)CC2(O)CC(C)CC2C1,C20H27O2<br>[X-4H]+
79,8,2,295.172485,299.2011051109,5.0,1,"0,1,2,7,12,19,20,21,22,23,24,25,26,27,29,30,31,32,42,43,44,45",-4.0313001284,10.9380706677222,C=C1CCC(=O)C(C)(C)C=CC(C)CC2(O)CC(C)CC2C1,C20H27O2<br>[X-4H]+
80,8,2,299.15976,298.1568945725,6.0,1,"2,23,24,25,26,27,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44",1.0078250321,-14.7446454695193,C=CC(C)CC1(O)CC(C)C(OC(=O)c2ccccc2)C1C,C19H22O3<br>[X+H]+
81,8,2,299.163666,298.1568945725,6.0,1,"2,23,24,25,26,27,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44",1.0078250321,-1.68805459140977,C=CC(C)CC1(O)CC(C)C(OC(=O)c2ccccc2)C1C,C19H22O3<br>[X+H]+
82,8,2,299.167572,298.1568945725,6.0,1,"2,23,24,25,26,27,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44",1.0078250321,11.3681953472376,C=CC(C)CC1(O)CC(C)C(OC(=O)c2ccccc2)C1C,C19H22O3<br>[X+H]+
83,8,2,313.162415,311.1494634709,6.0,1,"7,8,9,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,45",2.0156500642,-6.86523987851417,CC(C=CC(C)(C)C(=O)C(COC=O)OC(=O)C(C)C)CO,C16H23O6<br>[X+2H]+
84,8,2,313.166595,311.1494634709,6.0,1,"7,8,9,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,45",2.0156500642,6.48238008927083,CC(C=CC(C)(C)C(=O)C(COC=O)OC(=O)C(C)C)CO,C16H23O6<br>[X+2H]+
85,8,2,313.174988,316.2038447651,4.0,1,"0,1,2,7,12,19,20,21,22,23,24,25,26,27,28,29,30,31,32,42,43,44,45",-3.0234750963,-15.4324865814045,C=C1CCC(=O)C(C)(C)C=CC(C)C(O)C2(O)CC(C)CC2C1,C20H28O3<br>[X-3H]+
86,8,2,313.179169,316.2038447651,4.0,1,"0,1,2,7,12,19,20,21,22,23,24,25,26,27,28,29,30,31,32,42,43,44,45",-3.0234750963,-2.08209505762065,C=C1CCC(=O)C(C)(C)C=CC(C)C(O)C2(O)CC(C)CC2C1,C20H28O3<br>[X-3H]+
87,8,2,313.18335,316.2038447651,4.0,1,"0,1,2,7,12,19,20,21,22,23,24,25,26,27,28,29,30,31,32,42,43,44,45",-3.0234750963,11.2679400105153,C=C1CCC(=O)C(C)(C)C=CC(C)C(O)C2(O)CC(C)CC2C1,C20H28O3<br>[X-3H]+
88,8,2,317.149353,320.1776300146,8.0,1,"0,1,2,7,23,24,25,26,27,29,31,32,33,34,35,36,37,38,39,40,41,42,43,44",-3.0234750963,-13.4110893169761,C=CC(C)CC1CC(C)C(OC(=O)c2ccccc2)C1CC(=C)C,C22H24O2<br>[X-3H]+
89,8,2,317.153625,320.1776300146,8.0,1,"0,1,2,7,23,24,25,26,27,29,31,32,33,34,35,36,37,38,39,40,41,42,43,44",-3.0234750963,0.0589042614709822,C=CC(C)CC1CC(C)C(OC(=O)c2ccccc2)C1CC(=C)C,C22H24O2<br>[X-3H]+
90,8,2,317.157898,313.1287280288,5.0,1,"0,1,2,3,4,5,6,7,8,9,10,11,27,28,29,30,31,32,33,42,43,44",4.0313001284,-4.98665557409142,C=C(COC(C)=O)C(OC(C)=O)C1C(O)C(C)CC1(O)CO,C15H21O7<br>[X+4H]+
91,8,2,317.16217,313.1287280288,5.0,1,"0,1,2,3,4,5,6,7,8,9,10,11,27,28,29,30,31,32,33,42,43,44",4.0313001284,8.48286162276437,C=C(COC(C)=O)C(OC(C)=O)C1C(O)C(C)CC1(O)CO,C15H21O7<br>[X+4H]+
92,8,2,331.175293,326.1365530609,6.0,1,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,27,28,29,30,31,32,42,43,44",5.0391251605,0.49332967603093,C=C(C(CO)OC(C)=O)C(OC(C)=O)C1CC(C)CC1(O)CO,C16H22O7<br>[X+5H]+
93,8,2,331.17984,326.1365530609,6.0,1,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,27,28,29,30,31,32,42,43,44",5.0391251605,14.223023357966,C=C(C(CO)OC(C)=O)C(OC(C)=O)C1CC(C)CC1(O)CO,C16H22O7<br>[X+5H]+
94,8,2,331.188934,332.1987593872,4.0,1,"0,1,2,7,12,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,42,43,44,45",-1.0078250321,-4.38346499790007,C=C1CCC(=O)C(C)(C)C=CC(C)C(O)C2(O)CC(C)C(O)C2C1,C20H28O4<br>[X-H]+
95,8,2,331.193512,332.1987593872,4.0,1,"0,1,2,7,12,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,42,43,44,45",-1.0078250321,9.43933014032002,C=C1CCC(=O)C(C)(C)C=CC(C)C(O)C2(O)CC(C)C(O)C2C1,C20H28O4<br>[X-H]+
96,8,2,331.202606,333.221840553,9.0,1,"0,1,2,20,21,22,23,24,25,26,27,29,31,32,33,34,35,36,37,38,39,40,42,43,44",-2.0156500642,-9.16625879434887,C=CCC1C(CC(C)C=CC(C)C)CC(C)C1OCc1ccccc1,C24H29O<br>[X-2H]+
97,8,2,331.207153,326.1729385672,7.0,1,"7,8,9,10,11,12,13,19,20,21,22,23,24,25,26,27,28,29,30,42,43,44,45",5.0391251605,-13.1703909786958,CCCC(O)C(O)C(C)C=CC(C)(C)C(=O)C(O)COC(C)=O,C17H26O6<br>[X+5H]+
98,8,2,335.145691,337.1651135351,5.0,1,"0,1,2,3,4,5,6,7,8,9,10,11,12,19,20,21,22,23,24,25,26,27,28,45",-2.0156500642,-9.61931179954541,C=C(COC(C)=O)C(CC(=O)C(C)(C)C=CC(C)CO)OC(C)=O,C18H25O6<br>[X-2H]+
99,8,2,335.15033,337.1651135351,5.0,1,"0,1,2,3,4,5,6,7,8,9,10,11,12,19,20,21,22,23,24,25,26,27,28,45",-2.0156500642,4.22237119681277,C=C(COC(C)=O)C(CC(=O)C(C)(C)C=CC(C)CO)OC(C)=O,C18H25O6<br>[X-2H]+
100,8,2,335.159607,338.1881947009,6.0,1,"19,20,21,22,23,24,25,26,27,29,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45",-3.0234750963,-13.6174064673554,CC(C=CC(C)(C)C=O)CC1CC(C)C(C1)OC(=O)c1ccccc1,C22H26O3<br>[X-3H]+
101,8,2,335.164246,338.1881947009,6.0,1,"19,20,21,22,23,24,25,26,27,29,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45",-3.0234750963,0.223757160658752,CC(C=CC(C)(C)C=O)CC1CC(C)C(C1)OC(=O)c1ccccc1,C22H26O3<br>[X-3H]+
102,8,2,335.168884,338.1881947009,6.0,1,"19,20,21,22,23,24,25,26,27,29,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45",-3.0234750963,14.061554115027,CC(C=CC(C)(C)C=O)CC1CC(C)C(C1)OC(=O)c1ccccc1,C22H26O3<br>[X-3H]+
103,8,2,353.158508,353.1600281572,5.0,1,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,19,20,21,22,23,24,25,26,27,28,45",0.0,-2.75105137773147,C=C(COC(C)=O)C(OC(C)=O)C(O)C(=O)C(C)(C)C=CC(C)CO,C18H25O7<br>[X]+
104,8,2,353.163513,353.1600281572,5.0,1,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,19,20,21,22,23,24,25,26,27,28,45",0.0,11.4208933017627,C=C(COC(C)=O)C(OC(C)=O)C(O)C(=O)C(C)(C)C=CC(C)CO,C18H25O7<br>[X]+
105,8,2,353.173553,355.1909343551,5.0,1,"19,20,21,22,23,24,25,26,27,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45",-2.0156500642,-3.34875273051455,CC(C=CC(C)(C)C=O)CC1(O)CC(C)C(C1)OC(=O)c1ccccc1,C22H27O4<br>[X-2H]+
106,8,2,353.178558,355.1909343551,5.0,1,"19,20,21,22,23,24,25,26,27,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45",-2.0156500642,10.8225967104961,CC(C=CC(C)(C)C=O)CC1(O)CC(C)C(C1)OC(=O)c1ccccc1,C22H27O4<br>[X-2H]+
