fragid,molid,scanid,mz,mass,score,parentfragid,atoms,deltah,deltappm,smiles,formula
1,6,1,713.278,690.288756186,9.0369612545058,0,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48",22.9897692809,0.0324320949594368,C=C1C(OC(C)=O)C(OC(=O)C(C)=CC)C(=O)C(C)(C)C=CC(C)C(=O)C2(OC(C)=O)CC(C)(OC(C)=O)C(OC(C)=O)C2C1OC(C)=O,C35H46O14<br>[M+Na]+
2,6,2,281.141937,280.1310737525,4.0,1,"0,1,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,48",1.0078250321,12.7580233610285,C=CC(OC(C)=O)C(OC(=O)C(C)=CC)C(=O)C(C)C,C15H20O5<br>[X+H]+
3,6,2,285.109161,288.1361591304,7.0,1,"0,1,7,12,13,14,15,16,17,19,20,21,22,23,24,25,26,27,28,47,48",-3.0234750963,-10.4326149660227,C=CCC(OC(=O)C(=C)C)C(=O)C(C)(C)C=CC(C)C=O,C17H20O4<br>[X-3H]+
4,6,2,285.112823,288.1361591304,7.0,1,"0,1,7,12,13,14,15,16,17,19,20,21,22,23,24,25,26,27,28,47,48",-3.0234750963,2.41155726630033,C=CCC(OC(=O)C(=C)C)C(=O)C(C)(C)C=CC(C)C=O,C17H20O4<br>[X-3H]+
5,6,2,285.116455,288.1361591304,7.0,1,"0,1,7,12,13,14,15,16,17,19,20,21,22,23,24,25,26,27,28,47,48",-3.0234750963,15.1501810023659,C=CCC(OC(=O)C(=C)C)C(=O)C(C)(C)C=CC(C)C=O,C17H20O4<br>[X-3H]+
6,6,2,299.151947,295.1181633425,5.0,1,"24,25,26,27,28,29,30,34,35,36,37,38,39,40,41,42,43,44,45,46,47",4.0313001284,10.1357491751887,C=CC(C)C(=O)C1(O)CC(OC(C)=O)C(C)(C1)OC(C)=O,C15H19O6<br>[X+4H]+
7,6,2,299.15976,301.1803696688,7.0,1,"0,1,2,3,4,5,6,21,22,23,24,25,26,27,28,29,34,35,40,41,46,47",-2.0156500642,-14.7446454693293,C=CC(OC(C)=O)C1CC(C)CC1C(=O)C(C)C=CC(C)C,C19H25O3<br>[X-2H]+
8,6,2,299.163666,301.1803696688,7.0,1,"0,1,2,3,4,5,6,21,22,23,24,25,26,27,28,29,34,35,40,41,46,47",-2.0156500642,-1.68805459121976,C=CC(OC(C)=O)C1CC(C)CC1C(=O)C(C)C=CC(C)C,C19H25O3<br>[X-2H]+
9,6,2,299.167572,301.1803696688,7.0,1,"0,1,2,3,4,5,6,21,22,23,24,25,26,27,28,29,34,35,40,41,46,47",-2.0156500642,11.3681953474276,C=CC(OC(C)=O)C1CC(C)CC1C(=O)C(C)C=CC(C)C,C19H25O3<br>[X-2H]+
10,6,2,309.135132,309.1338134067,5.0,1,"0,1,2,3,4,5,6,7,8,12,13,14,15,16,17,18,19,20,21,22,23,48",0.0,6.04005532468598,C=C(COC(C)=O)C(O)C(OC(=O)C(C)=CC)C(=O)C(C)C,C16H21O6<br>[X]+
11,6,2,322.211517,318.183109323,6.0,1,"0,1,7,8,9,10,11,12,13,14,15,16,17,18,20,21,22,23,24,25,26,27,48",4.0313001284,-7.27426325959043,C=CC(OC(C)=O)C(OCC(C)=CC)C(=O)C(C)(C)C=CCC,C19H26O4<br>[X+4H]+
12,6,2,322.215881,318.183109323,6.0,1,"0,1,7,8,9,10,11,12,13,14,15,16,17,18,20,21,22,23,24,25,26,27,48",4.0313001284,6.26955007248568,C=CC(OC(C)=O)C(OCC(C)=CC)C(=O)C(C)(C)C=CCC,C19H26O4<br>[X+4H]+
13,6,2,325.142334,329.1752842909,7.0,1,"0,1,2,20,21,22,23,24,25,26,27,28,29,34,35,36,37,38,39,40,41,46,47,48",-4.0313001284,-3.38793932602353,C=CCC1C(CC(C)C1OC(C)=O)C(=O)C(C)C=CC(C)(C)C=O,C20H25O4<br>[X-4H]+
14,6,2,325.146759,329.1752842909,7.0,1,"0,1,2,20,21,22,23,24,25,26,27,28,29,34,35,36,37,38,39,40,41,46,47,48",-4.0313001284,10.2213459247662,C=CCC1C(CC(C)C1OC(C)=O)C(=O)C(C)C=CC(C)(C)C=O,C20H25O4<br>[X-4H]+
15,6,2,327.145294,325.1287280288,5.0,1,"2,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47",2.0156500642,4.47662560627242,CCC(=O)C1(CC(C)(OC(C)=O)C(OC(C)=O)C1C)OC(C)=O,C16H21O7<br>[X+2H]+
16,6,2,327.154236,329.1752842909,7.0,1,"0,1,2,20,21,22,23,24,25,26,27,28,29,34,35,36,37,38,39,40,41,46,47,48",-2.0156500642,-14.8236708141666,C=CCC1C(CC(C)C1OC(C)=O)C(=O)C(C)C=CC(C)(C)C=O,C20H25O4<br>[X-2H]+
