fragid,molid,scanid,mz,mass,score,parentfragid,atoms,deltah,deltappm,smiles,formula
1,2,1,390.214,389.2063043811,8.30771501151525,0,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27",1.0078250321,1.07424848943663,COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC,C19H27N5O4<br>[M+H]+
2,2,2,49.982174,53.0027396542,14.0,1,"1,2,3,12",-3.0234750963,69.1855080172826,cc(c)O,C3HO<br>[X-3H]+
3,2,2,54.982616,56.9976542763,4.0,1,"21,22,23,27",-2.0156500642,21.1046324170138,O=CCO,C2HO2<br>[X-2H]+
4,2,2,55.03133,55.0296231067,7.0,1,"5,6,15,16",0.0,40.985622190054,CNcn,C2H3N2<br>[X]+
5,2,2,64.002823,67.0296231067,11.0,1,"6,7,8,15,16",-3.0234750963,-43.3794990572595,cncNC,C3H3N2<br>[X-3H]+
6,2,2,68.026573,69.0340397826,4.0,1,"21,22,23,24,25",-1.0078250321,13.3308126516395,CCCC=O,C4H5O<br>[X-H]+
7,2,2,71.046143,71.0496898468,2.0,1,"23,24,25,26,27",0.0,-42.2014014186802,C1CCOC1,C4H7O<br>[X]+
8,2,2,76.041328,72.0085533136,4.0,1,"20,21,22,23,27",4.0313001284,26.6060319196947,NC(=O)CO,C2H2NO2<br>[X+4H]+
9,2,2,86.063713,85.052763852,3.0,1,"17,18,19,20,21,22",1.0078250321,42.6743835698501,CCCNC=O,C4H7NO<br>[X+H]+
10,2,2,89.045197,86.0242033778,4.0,1,"20,21,22,23,24,27",3.0234750963,-21.7066631903159,CC(O)C(N)=O,C3H4NO2<br>[X+3H]+
11,2,2,92.064079,86.0156500642,9.0,1,"2,3,4,8,10,11,12",6.0469501926,22.0210012638101,cc1ccccc1,C7H2<br>[X+6H]+
12,2,2,95.07505,96.0813243262,6.0,1,"19,20,21,23,24,25,26",-1.0078250321,22.0805132366641,CCCCCNC,C6H10N<br>[X-H]+
13,2,2,99.033623,100.039853442,4.0,1,"20,21,22,23,24,25,27",-1.0078250321,21.6410349847777,CCC(O)C(N)=O,C4H6NO2<br>[X-H]+
14,2,2,99.063332,98.0605888841,3.0,1,"20,21,23,24,25,26,27",1.0078250321,-45.7617981191891,NCC1CCCO1,C5H8NO<br>[X+H]+
15,2,2,100.076141,98.0605888841,3.0,1,"20,21,23,24,25,26,27",2.0156500642,4.50308830358267,NCC1CCCO1,C5H8NO<br>[X+2H]+
16,2,2,101.079552,98.0605888841,3.0,1,"20,21,23,24,25,26,27",3.0234750963,-39.2105061961164,NCC1CCCO1,C5H8NO<br>[X+3H]+
17,2,2,108.047775,111.0670712455,8.0,1,"5,6,7,15,17,18,19,20",-3.0234750963,43.7533378176152,nc(n)NCCCN,C4H7N4<br>[X-3H]+
18,2,2,111.099861,110.0969743904,6.0,1,"18,19,20,21,23,24,25,26",1.0078250321,-39.5124031703692,CCCCCNCC,C7H12N<br>[X+H]+
19,2,2,112.035362,114.0555035062,4.0,1,"17,18,19,20,21,22,23,27",-2.0156500642,-35.1928349192857,CCCNC(=O)CO,C5H8NO2<br>[X-2H]+
20,2,2,112.077621,112.0762389483,4.0,1,"19,20,21,23,24,25,26,27",0.0,17.2260232039668,CNCC1CCCO1,C6H10NO<br>[X]+
21,2,2,114.013748,117.0340397826,8.0,1,"2,3,4,8,10,11,12,13,14",-3.0234750963,32.7321377068172,cc1cccc(c1)OC,C8H5O<br>[X-3H]+
22,2,2,114.050346,114.0555035062,1.0,1,"20,21,22,23,24,25,26,27",0.0,-40.4111549121707,NC(=O)C1CCCO1,C5H8NO2<br>[X]+
23,2,2,126.092094,126.0918890125,4.0,1,"18,19,20,21,23,24,25,26,27",0.0,5.97648493329257,CCNCC1CCCO1,C7H12NO<br>[X]+
24,2,2,128.070618,128.0711535704,2.0,1,"19,20,21,22,23,24,25,26,27",0.0,0.101737620895532,CNC(=O)C1CCCO1,C6H10NO2<br>[X]+
25,2,2,128.106537,126.0918890125,4.0,1,"18,19,20,21,23,24,25,26,27",2.0156500642,-3.53984043757333,CCNCC1CCCO1,C7H12NO<br>[X+2H]+
26,2,2,129.074417,128.0711535704,2.0,1,"19,20,21,22,23,24,25,26,27",1.0078250321,-31.0906110851553,CNC(=O)C1CCCO1,C6H10NO2<br>[X+H]+
27,2,2,132.071777,128.0374481388,9.0,1,"2,3,4,6,7,8,9,10,11,12",4.0313001284,27.0862774866415,cnc(N)c1ccccc1,C8H4N2<br>[X+4H]+
28,2,2,136.062225,140.0949630177,7.0,1,"15,17,18,19,20,21,23,24,25,27",-4.0313001284,-6.53590149659173,CCC(O)CNCCCN,C7H12N2O<br>[X-4H]+
29,2,2,137.063187,133.0289544047,8.0,1,"0,1,2,3,4,8,10,11,12,13",4.0313001284,25.3975336205901,cc1ccc(OC)c(O)c1,C8H5O2<br>[X+4H]+
30,2,2,137.087997,133.052763852,7.0,1,"0,1,2,3,4,8,9,10,11,12",4.0313001284,32.691553586548,COc1ccc(cN)cc1,C8H7NO<br>[X+4H]+
31,2,2,138.087952,140.1075390767,3.0,1,"17,18,19,20,21,22,23,24,25,26",-2.0156500642,-24.5380748350089,CCCCC(=O)NCCC,C8H14NO<br>[X-2H]+
32,2,2,140.984451,144.0085533136,10.0,1,"1,2,3,4,6,7,8,10,11,12,13",-3.0234750963,-0.557630997244033,cncc1ccc(O)c(O)c1,C8H2NO2<br>[X-3H]+
33,2,2,147.068848,143.0371137878,9.0,1,"2,3,4,6,7,8,10,11,12,13,14",4.0313001284,6.68179436614525,cncc1cccc(c1)OC,C9H5NO<br>[X+4H]+
34,2,2,149.077927,151.0983713739,11.0,1,"5,6,7,15,16,17,18,19,20,21,23",-2.0156500642,-28.4798010372316,CCNCCCN(C)c(n)n,C7H11N4<br>[X-2H]+
35,2,2,155.99826,158.0116273188,4.0,1,"1,2,3,4,5,6,7,8,10,11,12,13",-2.0156500642,18.1498524405398,Oc1cc2cncnc2cc1O,C8H2N2O2<br>[X-2H]+
36,2,2,156.067032,155.0609232351,11.0,1,"2,3,4,5,6,8,10,11,12,15,16,17",1.0078250321,-7.48183126838282,cc1ccccc1ncN(C)C,C10H7N2<br>[X+H]+
37,2,2,156.102982,156.1024536988,1.0,1,"17,18,19,20,21,22,23,24,25,26,27",0.0,6.89865873290206,CCCNC(=O)C1CCCO1,C8H14NO2<br>[X]+
38,2,2,157.030441,158.0354367661,3.0,1,"1,2,3,4,5,6,7,8,9,10,11,12",-1.0078250321,21.510899278389,Nc1ncnc2cc(O)ccc12,C8H4N3O<br>[X-H]+
39,2,2,157.1064,156.1024536988,1.0,1,"17,18,19,20,21,22,23,24,25,26,27",1.0078250321,-21.1966597157732,CCCNC(=O)C1CCCO1,C8H14NO2<br>[X+H]+
40,2,2,159.033325,159.0320284099,9.0,1,"1,2,3,4,6,7,8,10,11,12,13,14",0.0,11.602537392696,cncc1ccc(O)c(c1)OC,C9H5NO2<br>[X]+
41,2,2,159.116119,157.0977026719,4.0,1,"15,16,17,18,19,20,21,22,23,24,27",2.0156500642,20.832986128917,CNCCCNC(=O)C(C)O,C7H13N2O2<br>[X+2H]+
42,2,2,160.046112,158.0354367661,3.0,1,"1,2,3,4,5,6,7,8,9,10,11,12",2.0156500642,-27.6559689247566,Nc1ncnc2cc(O)ccc12,C8H4N3O<br>[X+2H]+
43,2,2,163.100952,165.1140214381,11.0,1,"5,6,7,15,16,17,18,19,20,21,23,24",-2.0156500642,19.1858236364724,CCCNCCCN(C)c(n)n,C8H13N4<br>[X-2H]+
44,2,2,170.07782,168.0647255218,10.0,1,"5,6,7,15,17,18,19,20,21,22,23,27",2.0156500642,-11.8003981940226,nc(n)NCCCNC(=O)CO,C6H8N4O2<br>[X+2H]+
45,2,2,170.113556,167.093285996,9.0,1,"5,6,7,15,16,17,18,19,20,21,22,23",3.0234750963,-15.6159941774004,CC(=O)NCCCN(C)c(n)n,C7H11N4O<br>[X+3H]+
46,2,2,172.139755,167.105862055,9.0,1,"5,6,15,16,17,18,19,20,21,22,23,24",5.0391251605,-27.2082152084676,CCC(=O)NCCCN(C)cn,C8H13N3O<br>[X+5H]+
47,2,2,173.062775,173.0589118624,2.0,1,"2,3,4,5,6,7,8,9,10,11,12,13,14",0.0,25.4921233061639,COc1ccc2ncnc(N)c2c1,C9H7N3O<br>[X]+
48,2,2,174.088043,171.0670712455,3.0,1,"2,3,4,5,6,7,8,9,10,11,12,15,16",3.0234750963,-11.2284667361064,CNc1nc(N)c2ccccc2n1,C9H7N4<br>[X+3H]+
49,2,2,175.050507,173.0351024151,3.0,1,"1,2,3,4,5,6,7,8,10,11,12,13,14",2.0156500642,1.73161852086894,COc1cc2cncnc2cc1O,C9H5N2O2<br>[X+2H]+
50,2,2,176.060791,173.0351024151,3.0,1,"1,2,3,4,5,6,7,8,10,11,12,13,14",3.0234750963,15.6882664465936,COc1cc2cncnc2cc1O,C9H5N2O2<br>[X+3H]+
51,2,2,176.129166,169.0765732993,11.0,1,"2,3,4,5,6,8,10,11,12,15,16,17,18",7.0547752247,-9.27685083119916,cc1ccccc1ncN(C)CC,C11H9N2<br>[X+7H]+
52,2,2,177.068054,173.0351024151,3.0,1,"1,2,3,4,5,6,7,8,10,11,12,13,14",4.0313001284,12.4249205335775,COc1cc2cncnc2cc1O,C9H5N2O2<br>[X+4H]+
53,2,2,179.083954,178.0742275756,6.0,1,"0,1,2,3,4,7,8,9,10,11,12,13,14",1.0078250321,13.680691347854,COc1ccc(cc1OC)c(n)N,C9H10N2O2<br>[X+H]+
54,2,2,181.065689,182.0718222724,5.0,1,"2,3,4,5,6,7,8,10,11,12,15,17,18,19",-1.0078250321,12.3731873904634,CCCNc1ncc2ccccc2n1,C11H8N3<br>[X-H]+
55,2,2,182.049896,186.0793129535,10.0,1,"0,1,2,3,4,6,7,8,10,11,12,15,16,17",-4.0313001284,13.3577384740799,COc1ccc(cc1)cncN(C)C,C11H10N2O<br>[X-4H]+
56,2,2,185.069977,186.0793129535,10.0,1,"0,1,2,3,4,6,7,8,10,11,12,15,16,17",-1.0078250321,-5.19977046310416,COc1ccc(cc1)cncN(C)C,C11H10N2O<br>[X-H]+
57,2,2,187.074799,186.0667368945,3.0,1,"2,3,4,5,6,7,8,10,11,12,13,14,15,16",1.0078250321,4.19978214184493,CNc1ncc2cc(ccc2n1)OC,C10H8N3O<br>[X+H]+
58,2,2,189.109863,185.0827213097,4.0,1,"2,3,4,5,6,7,8,9,10,11,12,15,16,17",4.0313001284,-19.0885765699401,CN(C)c1nc(N)c2ccccc2n1,C10H9N4<br>[X+4H]+
59,2,2,190.086075,187.0619858676,3.0,1,"2,3,4,5,6,7,8,9,10,11,12,13,15,16",3.0234750963,6.11636649353592,CNc1nc(N)c2cc(O)ccc2n1,C9H7N4O<br>[X+3H]+
60,2,2,191.092697,187.0619858676,3.0,1,"2,3,4,5,6,7,8,9,10,11,12,13,15,16",4.0313001284,-0.211394787131644,CNc1nc(N)c2cc(O)ccc2n1,C9H7N4O<br>[X+4H]+
