fragid,molid,scanid,mz,mass,score,parentfragid,atoms,deltah,deltappm,smiles,formula
1,6,1,225.075,224.0684734957,5.78887624322633,0,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",1.0078250321,-3.33190181039492,COc1cc(O)c2c(c1)C(O)C(C)OC2=O,C11H12O5<br>[M+H]+
2,6,2,77.03791,74.0156500642,6.0,1,"2,3,4,6,14,15",3.0234750963,-8.6523699826477,c1ccccc1,C6H2<br>[X+3H]+
3,6,2,78.042709,74.0156500642,6.0,1,"2,3,4,6,14,15",4.0313001284,-47.3150233675981,c1ccccc1,C6H2<br>[X+4H]+
4,6,2,79.052773,74.0156500642,6.0,1,"2,3,4,6,14,15",5.0391251605,-18.3880292218578,c1ccccc1,C6H2<br>[X+5H]+
5,6,2,90.043388,87.0234750963,7.0,1,"2,3,4,6,12,14,15",3.0234750963,-33.4682275617469,Cc1ccccc1,C7H3<br>[X+3H]+
6,6,2,91.054184,87.0234750963,7.0,1,"2,3,4,6,12,14,15",4.0313001284,-0.46812456199281,Cc1ccccc1,C7H3<br>[X+4H]+
7,6,2,92.057663,87.0234750963,7.0,1,"2,3,4,6,12,14,15",5.0391251605,-47.672911270898,Cc1ccccc1,C7H3<br>[X+5H]+
8,6,2,94.041573,91.0183897184,5.0,1,"2,3,4,5,6,14,15",3.0234750963,2.73055088087538,Oc1ccccc1,C6H3O<br>[X+3H]+
9,6,2,95.048851,91.0183897184,5.0,1,"2,3,4,5,6,14,15",4.0313001284,-3.05365921790876,Oc1ccccc1,C6H3O<br>[X+4H]+
10,6,2,103.053551,100.0313001284,8.0,1,"2,3,4,6,10,12,14,15",3.0234750963,-6.55605453139861,CCc1ccccc1,C8H4<br>[X+3H]+
11,6,2,108.019684,107.0133043405,5.0,1,"1,2,3,4,5,6,14,15",1.0078250321,-8.30193689515672,Oc1cccc(O)c1,C6H3O2<br>[X+H]+
