fragid,molid,scanid,mz,mass,score,parentfragid,atoms,deltah,deltappm,smiles,formula
1,3,1,449.108,449.1083865172,5.12277864620848,0,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31",0.0,0.360899382493864,OCC1OC(Oc2cc3c(O)cc(O)cc3[o+]c2-c2ccc(O)c(O)c2)C(O)C(O)C1O,C21H21O11<br>[M]+
2,3,2,137.023422,137.0238690268,9.0,1,"8,9,10,11,12,13,14,15,16,17",0.0,0.741283486531128,cc1c(O)cc(O)cc1[oH+],C7H5O3<br>[X]+
3,3,2,138.054962,135.0293483352,4.0,1,"18,19,20,21,22,24,27,28,29",3.0234750963,19.4644832832266,OCC(O)C(O)C(O)O,C4H7O5<br>[X+3H]+
4,3,2,147.04393,144.0211293726,4.0,1,"6,7,8,9,10,11,12,13,14,15,16",3.0234750963,-0.855995211781655,Oc1ccc2ccc[o+]c2c1,C9H4O2<br>[X+3H]+
5,3,2,149.023285,149.0238690268,10.0,1,"7,8,9,10,11,12,13,14,15,16,17",0.0,-0.237726607804977,ccc1c(O)cc(O)cc1[oH+],C8H5O3<br>[X]+
6,3,2,185.058838,182.0367794368,14.0,1,"0,1,5,6,7,8,9,10,11,12,13,14,15,16",3.0234750963,-4.69003863493426,ccc-c1ccc2ccc(O)cc2[o+]1,C12H6O2<br>[X+3H]+
7,3,2,213.054276,212.0473441231,13.0,1,"0,1,4,5,6,7,8,9,10,11,12,13,14,15,16,17",1.0078250321,-1.61721795249746,ccc(c)-c1ccc2c(O)cc(O)cc2[o+]1,C13H8O3<br>[X+H]+
8,3,2,231.065109,229.0500837773,8.0,1,"6,7,8,9,10,11,12,13,14,15,17,18,19,20,21,22,29",2.0156500642,-0.32995678268379,CCC(O)COc1c[o+]c2cccc(O)c2c1,C13H9O4<br>[X+2H]+
9,3,2,241.050293,241.0500837773,8.0,1,"6,7,8,9,10,11,12,13,14,15,17,18,19,20,21,22,23,24",0.0,3.14383646104395,Oc1cccc2[o+]cc(cc12)OC1CCCCO1,C14H9O4<br>[X]+
10,3,2,258.048737,258.0528234315,7.0,1,"6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24",0.0,-13.7099353443326,Oc1cc(O)c2cc(c[o+]c2c1)OC1CCCCO1,C14H10O5<br>[X]+
11,3,2,286.043579,286.0477380536,1.0,1,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,30,31",0.0,-12.6220403640167,Oc1cc(O)c2cc(O)c([o+]c2c1)-c1ccc(O)c(O)c1,C15H10O6<br>[X]+
12,3,2,287.054535,286.0477380536,1.0,1,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,30,31",1.0078250321,-1.67036448337817,Oc1cc(O)c2cc(O)c([o+]c2c1)-c1ccc(O)c(O)c1,C15H10O6<br>[X+H]+
13,3,2,449.107422,449.1083865172,0.0,1,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31",0.0,-0.926097365065512,OCC1OC(Oc2cc3c(O)cc(O)cc3[o+]c2-c2ccc(O)c(O)c2)C(O)C(O)C1O,C21H21O11<br>[X]+
