fragid,molid,scanid,mz,mass,score,parentfragid,atoms,deltah,deltappm,smiles,formula
1,3,1,230.999,229.9916758793,7.67622995947369,0,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",1.0078250321,0.206445049808695,CC1=NS(=O)(=O)c2cc(Cl)ccc2N1,C8H7N2O2SCl<br>[M+H]+
2,3,2,89.014519,88.0095188288,6.0,1,"0,1,2,3,13",1.0078250321,-25.5717935182201,CC(N)=NS,C2H4N2S<br>[X+H]+
3,3,2,90.033356,90.0343741336,3.0,1,"6,7,8,10,11,12,13",0.0,-5.2151071655378,Nc1ccccc1,C6H4N<br>[X]+
4,3,2,99.000664,97.9923278063,13.0,1,"6,7,8,9,10,11",1.0078250321,10.7045908296937,ccc(Cl)cc,C5H3Cl<br>[X+H]+
5,3,2,99.993652,99.9954018115,13.0,1,"8,9,10,11,12,13",0.0,-12.0128775773784,NccccCl,C4H3NCl<br>[X]+
6,3,2,104.052505,102.0343741336,6.0,1,"1,6,7,8,10,11,12,13",2.0156500642,29.1141688514192,CNc1ccccc1,C7H4N<br>[X+2H]+
7,3,2,108.001495,104.9758729767,4.0,1,"1,2,3,4,5,13",3.0234750963,24.9582378465992,NC=N[SH](=O)=O,CHN2O2S<br>[X+3H]+
8,3,2,111.992439,113.0032268436,13.0,1,"7,8,9,10,11,12,13",-1.0078250321,-21.5569151056528,cc(Cl)cccN,C5H4NCl<br>[X-H]+
9,3,2,114.010727,113.0032268436,13.0,1,"7,8,9,10,11,12,13",1.0078250321,1.96230921321745,cc(Cl)cccN,C5H4NCl<br>[X+H]+
10,3,2,124.999786,125.0032268436,2.0,1,"6,7,8,9,10,11,12,13",0.0,-23.1379884122643,Nc1ccc(Cl)cc1,C6H4NCl<br>[X]+
11,3,2,126.010422,125.0032268436,2.0,1,"6,7,8,9,10,11,12,13",1.0078250321,-0.644991888048877,Nc1ccc(Cl)cc1,C6H4NCl<br>[X+H]+
12,3,2,127.013596,125.0032268436,2.0,1,"6,7,8,9,10,11,12,13",2.0156500642,-37.2582774524356,Nc1ccc(Cl)cc1,C6H4NCl<br>[X+2H]+
13,3,2,128.008606,128.0044334509,14.0,1,"0,1,2,3,5,6,12,13",0.0,36.8814976392359,CC1=NS(=O)ccN1,C4H4N2OS<br>[X]+
14,3,2,129.01387,128.0044334509,14.0,1,"0,1,2,3,5,6,12,13",1.0078250321,16.7432927949129,CC1=NS(=O)ccN1,C4H4N2OS<br>[X+H]+
15,3,2,134.026779,129.9962740678,13.0,1,"0,1,2,3,4,5,6,7",4.0313001284,-1.83990245701505,ccS(=O)(=O)N=CC,C4H4NO2S<br>[X+4H]+
16,3,2,135.0009,136.0095188288,8.0,1,"2,3,6,7,8,10,11,12,13",-1.0078250321,-1.81625974351947,NSc1ccccc1N,C6H4N2S<br>[X-H]+
17,3,2,139.991257,138.9853750305,3.0,1,"3,4,5,6,7,8,10,11,12",1.0078250321,-9.96106921156986,O=[SH](=O)c1ccccc1,C6H3O2S<br>[X+H]+
18,3,2,140.997574,138.9853750305,3.0,1,"3,4,5,6,7,8,10,11,12",2.0156500642,-20.5854229804797,O=[SH](=O)c1ccccc1,C6H3O2S<br>[X+2H]+
19,3,2,142.00563,138.9853750305,3.0,1,"3,4,5,6,7,8,10,11,12",3.0234750963,-18.8128231253089,O=[SH](=O)c1ccccc1,C6H3O2S<br>[X+3H]+
20,3,2,143.005295,141.9962740678,14.0,1,"0,1,2,3,4,5,6,11,12",1.0078250321,12.198849700041,cccS(=O)(=O)N=CC,C5H4NO2S<br>[X+H]+
21,3,2,144.003708,143.999348073,12.0,1,"0,1,2,3,4,5,6,12,13",0.0,34.086115338057,CC1=NS(=O)(=O)ccN1,C4H4N2O2S<br>[X]+
22,3,2,145.003128,143.999348073,12.0,1,"0,1,2,3,4,5,6,12,13",1.0078250321,-24.1133080934389,CC1=NS(=O)(=O)ccN1,C4H4N2O2S<br>[X+H]+
23,3,2,148.948105,148.9464027084,13.0,1,"3,4,5,6,7,8,9,10",0.0,15.11191834228,cc(Cl)cc[SH](=O)=O,C4H2O2SCl<br>[X]+
24,3,2,165.019638,166.0297759451,2.0,1,"0,1,2,6,7,8,9,10,11,12,13",-1.0078250321,-10.6915335738748,CC(=N)Nc1ccc(Cl)cc1,C8H7N2Cl<br>[X-H]+
25,3,2,166.025955,166.0297759451,2.0,1,"0,1,2,6,7,8,9,10,11,12,13",0.0,-19.7098405486579,CC(=N)Nc1ccc(Cl)cc1,C8H7N2Cl<br>[X]+
26,3,2,189.971436,188.9651267778,2.0,1,"3,4,5,6,7,8,9,10,11,12,13",1.0078250321,-5.09134383737756,Nc1ccc(Cl)cc1[SH](=O)=O,C6H4NO2SCl<br>[X+H]+
27,3,2,209.011414,204.9838508472,13.0,1,"0,1,2,3,4,5,6,7,8,9,10,13",4.0313001284,-15.2545525574189,cc(Cl)ccS(=O)(=O)N=C(C)N,C6H6N2O2SCl<br>[X+4H]+
28,3,2,230.9991,229.9916758793,0.0,1,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",1.0078250321,0.639347079984634,CC1=NS(=O)(=O)c2cc(Cl)ccc2N1,C8H7N2O2SCl<br>[X+H]+
